"Cabbage (green, raw)",Mango,Chicken,"Rice (white, long grain, unenriched, raw)",Soybean Oil,"Bread (white, enriched, unbleached)","Onion (yellow, raw)",Raw Sugar,Beans (Black),Fish/tuna,Eggs,Corn,Cheese ,Wheat,"Beef(Bovine Meat) ; (80% lean, 20% fat) ","Pig Meat (pork belly, with skin, raw)",Edible Offal (chicken liver raw),Fish Fillet (cod),"Dried/Salted/Smoked/Brined Fish (Fish, cod, Atlantic, dried and salted)",Cassava,plantains,maize/corn,sweet potatoes,yams,avocados,papayas,coconut,oranges,lime,shiitake mushrooms,Edible Offal (pork liver)
0.45,4.8,1.82,0.77,0.18,1.58,0.47,0.5,0.46,0.53,0.5,1.2,0.82,0.6,1.1,1.2,0.47,0.65,1.3,0.2,0.2,0.05,0.3,0.22,0.6,0.17,0.2,0.1,0.15,24,0.45
