"Cabbage (green, raw)",Mango,Chicken,"Rice (white, long grain, unenriched, raw)",Soybean Oil,"Bread (white, enriched, unbleached)","Onion (yellow, raw)",Raw Sugar,Beans (Black),Fish/tuna,Eggs,Corn,Cheese ,"Beef(Bovine Meat) ; (80% lean, 20% fat) ",Cassava,plantains,maize/corn,sweet potatoes,yams,avocados,papayas,coconut,oranges,lime,shiitake mushrooms
0.2,4.5,1.7,0.31,0.1,0.49,0.26,0.35,0.28,0.48,0.25,1,0.82,1.1,0.2,0.2,0.05,0.3,0.22,0.6,0.17,0.2,0.1,0.15,24
